"CA Owner","Revocation Status","RFC 5280 Revocation Reason Code","Date of Revocation","OneCRL Status","Certificate Serial Number","CA Owner/Certificate Name","Certificate Issuer Common Name","Certificate Issuer Organization","Certificate Subject Common Name","Certificate Subject Organization","SHA-256 Fingerprint","Subject + SPKI SHA256","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","CRL URL(s)","Alternate CRL","OCSP URL(s)","Comments","PEM Info"
"AC Camerfirma, S.A.","Revoked","(4) superseded","2018 Jul 17","Added to OneCRL","01A844E66A6C0D8E","MULTICERT SSL Certification Authority 001","Global Chambersign Root - 2008","AC Camerfirma S.A.","MULTICERT SSL Certification Authority 001","MULTICERT - Serviços de Certificação Electrónica S.A.","1DEFD59846CC2049BA1F1A74D3A8329D1357A2D47C1E1B0C15C27A8C60295455","081D25907FF3BBD218EBA3DF2FC791615F73BE385C86AB0E19C2E340AF9F132F","2018 Jun 29","2025 May 16","RSA 4096 bits","SHA256WithRSA","http://crl.camerfirma.com/chambersignroot-2008.crl, http://crl1.camerfirma.com/chambersignroot-2008.crl","","","","'-----BEGIN CERTIFICATE-----
MIIIWjCCBkKgAwIBAgIIAahE5mpsDY4wDQYJKoZIhvcNAQELBQAwgawxCzAJBgNV
BAYTAkVVMUMwQQYDVQQHEzpNYWRyaWQgKHNlZSBjdXJyZW50IGFkZHJlc3MgYXQg
d3d3LmNhbWVyZmlybWEuY29tL2FkZHJlc3MpMRIwEAYDVQQFEwlBODI3NDMyODcx
GzAZBgNVBAoTEkFDIENhbWVyZmlybWEgUy5BLjEnMCUGA1UEAxMeR2xvYmFsIENo
YW1iZXJzaWduIFJvb3QgLSAyMDA4MB4XDTE4MDYyOTEwMjcxN1oXDTI1MDUxNjEw
MjcxN1owgacxCzAJBgNVBAYTAlBUMUIwQAYDVQQKDDlNVUxUSUNFUlQgLSBTZXJ2
acOnb3MgZGUgQ2VydGlmaWNhw6fDo28gRWxlY3Ryw7NuaWNhIFMuQS4xIDAeBgNV
BAsMF0NlcnRpZmljYXRpb24gQXV0aG9yaXR5MTIwMAYDVQQDDClNVUxUSUNFUlQg
U1NMIENlcnRpZmljYXRpb24gQXV0aG9yaXR5IDAwMTCCAiIwDQYJKoZIhvcNAQEB
BQADggIPADCCAgoCggIBAOTX1Zh09z52UHsBb4itNN1nHE4jmbvw4QxQP6JzPBE2
HYL0N3RDqIUc7jEiOgTMN90w2Z+2p40BUrpWS0+sIRcZl14McSrzIUjLAqHu6n6Z
yDfRzAJtlhkoKXprimqVXI0zQkFRBGrO9SfPOqnciBytMv6CyRV19vwIjyS21+tv
zhId401J5ab/weycKRi0V2ki4V1vPOIkW2ygqXSAz8XwLObvhTdyETHZCFEpge7v
czc2HCTLQ90iJcTEy0DYmQU5j05KuYsHp7g0tc9UH0X+I/LEQqqSv9k4B8RYTgzP
5QU7aG/85Lu8Jbb2Rce+Rf2uuKds2XVmqhKb/k4OQ057unOy9EKVRsqA012ofyEU
IJSixdSaF/Bz8qtCxX6Qeyvjjk5a2k93xdr/DoDJdRv60YWwbkNVCk9gj6CttbF8
m2YHuVaOxCjo79/pzTnsgBZf2/C0thKdctuzvkXy75Fa1Oa20BXDDVSHQGg4iuex
cyEr98nraAGm1sFkzcaRprtwNCjyrYNdlehLehamzZOU9+y+0v4qZGfBLpRz8Ac0
BJf7NdfUIUiZ8GhwJ3Ml9mhdG+ND0P+LhtAiI9m3MnAkNoAHS1VAQGgshp4TAew3
vvuSKvZ9Eb7ct9vz5c5YPZ6Y70bE14wlqpu4ZlDbb+KaMZa2CNHAMuCFmuCjW9Cb
AgMBAAGjggKBMIICfTASBgNVHRMBAf8ECDAGAQH/AgEAMB0GA1UdDgQWBBSwAjlS
Ck9zmsjZgUU2XRGdXyM5lzCB4QYDVR0jBIHZMIHWgBS5CcqcHtvTbDprru1U8VuT
BjUuXqGBsqSBrzCBrDELMAkGA1UEBhMCRVUxQzBBBgNVBAcTOk1hZHJpZCAoc2Vl
IGN1cnJlbnQgYWRkcmVzcyBhdCB3d3cuY2FtZXJmaXJtYS5jb20vYWRkcmVzcykx
EjAQBgNVBAUTCUE4Mjc0MzI4NzEbMBkGA1UEChMSQUMgQ2FtZXJmaXJtYSBTLkEu
MScwJQYDVQQDEx5HbG9iYWwgQ2hhbWJlcnNpZ24gUm9vdCAtIDIwMDiCCQDJzdPp
1X0jzjB9BggrBgEFBQcBAQRxMG8wRQYIKwYBBQUHMAKGOWh0dHA6Ly93d3cuY2Ft
ZXJmaXJtYS5jb20vY2VydHMvcm9vdF9jaGFtYmVyc2lnbi0yMDA4LmNydDAmBggr
BgEFBQcwAYYaaHR0cDovL29jc3AuY2FtZXJmaXJtYS5jb20wDgYDVR0PAQH/BAQD
AgEGMBMGA1UdJQQMMAoGCCsGAQUFBwMBMEAGA1UdIAQ5MDcwNQYGZ4EMAQICMCsw
KQYIKwYBBQUHAgEWHWh0dHBzOi8vcG9saWN5LmNhbWVyZmlybWEuY29tMH4GA1Ud
HwR3MHUwOKA2oDSGMmh0dHA6Ly9jcmwuY2FtZXJmaXJtYS5jb20vY2hhbWJlcnNp
Z25yb290LTIwMDguY3JsMDmgN6A1hjNodHRwOi8vY3JsMS5jYW1lcmZpcm1hLmNv
bS9jaGFtYmVyc2lnbnJvb3QtMjAwOC5jcmwwDQYJKoZIhvcNAQELBQADggIBAKdP
wQQn3wavGQPmEmKxBDbB3eH9JoFSb2LOtCaqX0ucYcJL5YRfD6zSL/nyv321Pgf1
GCByll1pJ1IMEySzdYxwsDYwiHP2U8pHrLzhMbMRrvUNFTzOt+ShzySa4sd88x7n
UtbwdGMaDZpGnhXv8rnUlaQ6XH4BTCxzIsqVePK9DyxlNuD4IORWjAkkc3Qdi76k
XzE027IsJE8G4uyP7AGhocqr21vSxsfYevtHuhmw5Sl7jLExPrBUD8XP8YQhMDD7
kpPv96JhlkkpuTEAUJGDHcnfCLr9kp6VTZMfFPO5xcpZ8SLJBOq4nwDG69m9te/+
MqtVv5Y4HB+E5H3/YKdK+pzQ9LNCGfXNgx8fssRaHn52FuYpRpumgABuk3Ynr1+v
0XUIh4rh/BtAbnGQWkbdF5Qo0OvFv7cx5Y52Ml3q1B1JIq0NV7qqxxi/IvQrfwrp
bW1Tzop9gbafWQX0g/JdaHBVJSngo76e7wEoOisvU7yrWuleyTSf+UjJFYxH7gBz
X4FJlpsRkl3PNzxr0GNOGkC/0CfAfP/+nXs09o92ZIyWyUTliyTqn5xpcL6G/wR8
8n7YM0TwiqPOW+VGbIaPsqzpL0zqDXk37K+mZv1dMxtn1W/77vC3vLWg8/WsyIph
AvMUz+wbPfDMWThnRmTw+U3Wz2tflWlhkDgHYcrs
-----END CERTIFICATE-----'"
"AC Camerfirma, S.A.","Revoked","(4) superseded","2018 Dec 18","Added to OneCRL","08","CA Camerfirma Express Corporate Server","Chambers of Commerce Root","AC Camerfirma SA CIF A82743287","CA Camerfirma Express Corporate Server","AC Camerfirma SA","8948D65A91A81B8D8D79D7603B42FBA68A690567F0456488339BF4D0937BDAF4","47440393B4DBA693F246854B5719CE8673F28B83890679CA89CBF1B1B3B82DD9","2004 Apr 20","2034 Apr 21","RSA 2048 bits","SHA1WithRSA","http://crl.chambersign.org/chambersroot.crl","","(not present)","","'-----BEGIN CERTIFICATE-----
MIIFIjCCBAqgAwIBAgIBCDANBgkqhkiG9w0BAQUFADB/MQswCQYDVQQGEwJFVTEn
MCUGA1UEChMeQUMgQ2FtZXJmaXJtYSBTQSBDSUYgQTgyNzQzMjg3MSMwIQYDVQQL
ExpodHRwOi8vd3d3LmNoYW1iZXJzaWduLm9yZzEiMCAGA1UEAxMZQ2hhbWJlcnMg
b2YgQ29tbWVyY2UgUm9vdDAeFw0wNDA0MjAxNzA1NThaFw0zNDA0MjExNzA1NTha
MG0xCzAJBgNVBAYTAkVTMRkwFwYDVQQKExBBQyBDYW1lcmZpcm1hIFNBMS8wLQYD
VQQDEyZDQSBDYW1lcmZpcm1hIEV4cHJlc3MgQ29ycG9yYXRlIFNlcnZlcjESMBAG
A1UEBRMJQTgyNzQzMjg3MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA
uSy+2i/afKJtZnuCh2h01FkAoBwv+IWKxxHRW/F4rrBTxKrz5IkleQejc11S8VM+
64maXYgzaRsodkkOQb7RSHEZV0a1SFdiyx/D0Qq4FCXUTqHdVD80f7CQ2psb/hIQ
tN59mAVSankqsZS/hHVJwWHvcPQ0HDqE+JyB6P7Udx/8rN1PYjC7tVACkdAom0eI
isnHg+wrlN0NuBvNig3oXmXonaiQpkTukqCmqlyZxZDNyQSWeZNz0Ln56tTQnHuG
JU0YrAI26jqOojxEMaG9aPC7jLX+lpt/xhSsahnTKvgm9hXXjYintVCR1oIepoG3
MFp4yYcwJJYIe/Jzf2Y+wwIDAQABo4IBuTCCAbUwEgYDVR0TAQH/BAgwBgEB/wIB
CzA8BgNVHR8ENTAzMDGgL6AthitodHRwOi8vY3JsLmNoYW1iZXJzaWduLm9yZy9j
aGFtYmVyc3Jvb3QuY3JsMB0GA1UdDgQWBBQNfChpUp8Yr8dNnC5McgVSVtG3pTCB
qwYDVR0jBIGjMIGggBTjlPWxTenboSlbV4tNdgZ24dGiiqGBhKSBgTB/MQswCQYD
VQQGEwJFVTEnMCUGA1UEChMeQUMgQ2FtZXJmaXJtYSBTQSBDSUYgQTgyNzQzMjg3
MSMwIQYDVQQLExpodHRwOi8vd3d3LmNoYW1iZXJzaWduLm9yZzEiMCAGA1UEAxMZ
Q2hhbWJlcnMgb2YgQ29tbWVyY2UgUm9vdIIBADAOBgNVHQ8BAf8EBAMCAYYwCQYD
VR0RBAIwADAnBgNVHRIEIDAegRxjaGFtYmVyc3Jvb3RAY2hhbWJlcnNpZ24ub3Jn
MFAGA1UdIARJMEcwRQYLKwYBBAGBhy4KCwEwNjA0BggrBgEFBQcCARYoaHR0cDov
L2Nwcy5jYW1lcmZpcm1hLmNvbS9jcHMvY21mY3MuaHRtbDANBgkqhkiG9w0BAQUF
AAOCAQEAVxyJ7YUCTD2zn33oOymb8RqQPgssAlXNd5/82uzjSlEL7y1nstVSdxMB
8+J0xBR1lISn0sfFA9ZHedz3GPD3FOzmzX2ZQ31iTS6B/b7AWdh1GhY094MR3n8S
AWTKNvrAYawXyF/HqcNdIbEqa6dRxqR3fcBNiyfb01zUdpidezHShNl8KbaokEW3
HgRlpCBHhiu3uAXflarw7UT9OjUj04fgYSrtOy4xJoZhUCNTVOpCdVTc7YmVuLFi
Rh5STyaMLRHkjabYM//udQicSgMrEvj+WBX2GmSmlbk5abVoYUtjDUB7gQ38UMJn
cARUSjsyS35DKvZot0YRNcVaGXz+bg==
-----END CERTIFICATE-----'"
"AC Camerfirma, S.A.","Revoked","(4) superseded","2017 Nov 27","Added to OneCRL","0C","AC Camerfirma Codesign v2","Chambers of Commerce Root","AC Camerfirma SA CIF A82743287","AC Camerfirma Codesign v2","AC Camerfirma SA","9BC4F171FF9AA224F00C799E80490E31010E3475A08FE64DC9A9C4192EB0C0B1","BD1B46C7C5253FE92B574FEADF9F555E6E093FA44D652BA8F56549F382B0FBAA","2009 Jan 20","2019 Jan 18","RSA 2048 bits","SHA1WithRSA","http://crl.camerfirma.com/chambersroot.crl, http://crl1.camerfirma.com/chambersroot.crl","","http://ocsp.camerfirma.com","","'-----BEGIN CERTIFICATE-----
MIIGTDCCBTSgAwIBAgIBDDANBgkqhkiG9w0BAQUFADB/MQswCQYDVQQGEwJFVTEn
MCUGA1UEChMeQUMgQ2FtZXJmaXJtYSBTQSBDSUYgQTgyNzQzMjg3MSMwIQYDVQQL
ExpodHRwOi8vd3d3LmNoYW1iZXJzaWduLm9yZzEiMCAGA1UEAxMZQ2hhbWJlcnMg
b2YgQ29tbWVyY2UgUm9vdDAeFw0wOTAxMjAxMDIwMTlaFw0xOTAxMTgxMDIwMTla
MIHtMQswCQYDVQQGEwJFUzEiMCAGCSqGSIb3DQEJARYTaW5mb0BjYW1lcmZpcm1h
LmNvbTFDMEEGA1UEBxM6TWFkcmlkIChzZWUgY3VycmVudCBhZGRyZXNzIGF0IHd3
dy5jYW1lcmZpcm1hLmNvbS9hZGRyZXNzKTESMBAGA1UEBRMJQTgyNzQzMjg3MSIw
IAYDVQQLExlodHRwOi8vd3d3LmNhbWVyZmlybWEuY29tMRkwFwYDVQQKExBBQyBD
YW1lcmZpcm1hIFNBMSIwIAYDVQQDExlBQyBDYW1lcmZpcm1hIENvZGVzaWduIHYy
MIIBIDANBgkqhkiG9w0BAQEFAAOCAQ0AMIIBCAKCAQEAyNwx4WbAIQBcJThZtBE6
N9ccwdpjuZ0GyJxkPWmjNRaCDSkobnmbUt5LKshzKIX/wovAjFcn71XNa4NY6DPg
XHteg5Ff62AsMIbudu/cdsAVUSRJF/+lgVbBQOtxS8qMesNPKoD/cL24z3esDqhR
1AxtJ2WhdfTmI0SK6EHbGMHJzMrxsvJ7x5sOxU7yHDF3heF5apJRsyAA/hU1kpju
uUAgmkDhQSod6H+fLyUC2uu+0Ka93C2h6CB5IppZkOJ42E9jtmJgOI9ZOnxMV2Hv
vrNb1SY8i36DPHGmPCEhGjCn2ezuDCoeQP1LLc22Iea05104BxusEBkOjVES7npq
lwIBA6OCAmQwggJgMBIGA1UdEwEB/wQIMAYBAf8CAQIwbgYDVR0fBGcwZTAwoC6g
LIYqaHR0cDovL2NybC5jYW1lcmZpcm1hLmNvbS9jaGFtYmVyc3Jvb3QuY3JsMDGg
L6AthitodHRwOi8vY3JsMS5jYW1lcmZpcm1hLmNvbS9jaGFtYmVyc3Jvb3QuY3Js
MB0GA1UdDgQWBBRpGpRyoNGW/z1WKtj+K0cYFZ2w7jCBqwYDVR0jBIGjMIGggBTj
lPWxTenboSlbV4tNdgZ24dGiiqGBhKSBgTB/MQswCQYDVQQGEwJFVTEnMCUGA1UE
ChMeQUMgQ2FtZXJmaXJtYSBTQSBDSUYgQTgyNzQzMjg3MSMwIQYDVQQLExpodHRw
Oi8vd3d3LmNoYW1iZXJzaWduLm9yZzEiMCAGA1UEAxMZQ2hhbWJlcnMgb2YgQ29t
bWVyY2UgUm9vdIIBADB1BggrBgEFBQcBAQRpMGcwPQYIKwYBBQUHMAKGMWh0dHA6
Ly93d3cuY2FtZXJmaXJtYS5jb20vY2VydHMvUk9PVC1DSEFNQkVSUy5jcnQwJgYI
KwYBBQUHMAGGGmh0dHA6Ly9vY3NwLmNhbWVyZmlybWEuY29tMA4GA1UdDwEB/wQE
AwIBBjAeBgNVHREEFzAVgRNpbmZvQGNhbWVyZmlybWEuY29tMCcGA1UdEgQgMB6B
HGNoYW1iZXJzcm9vdEBjaGFtYmVyc2lnbi5vcmcwPQYDVR0gBDYwNDAyBgRVHSAA
MCowKAYIKwYBBQUHAgEWHGh0dHA6Ly9wb2xpY3kuY2FtZXJmaXJtYS5jb20wDQYJ
KoZIhvcNAQEFBQADggEBADOSqMcVWLnxmZPaWwZlwhnChTwoICkDCiZMrwGEcRHD
y+XpcOm9LwjHABoEe1RKSefF+KrpGAmYNLy6TpfWvJCemqw0KBpzwKFo8eKjc4pH
p/RHa+Oq5i0F090drej2IoLpQwzHEpd9Haj0KxSS/e6AZR7FbBykeajt1L8TwptJ
BJMrEhY6Ov0bsupZweMTbSGVhZDYn3Wau482XnZ1jHvrjA93lTcCpNZoqUxRnLME
0qeI+b49MKOBILCU3JsVqWd6+eilbeJnqI6B7plxn1K/8ZN68fnlVULGniLe4uG7
+gzqD4AmWxSyk0FzyggVxtTKx6S/u3BxY9Y/GoPEsf0=
-----END CERTIFICATE-----'"
"AC Camerfirma, S.A.","Revoked","(4) superseded","2018 Dec 18","Added to OneCRL","0A","AC Camerfirma Express Corporate Server v3","Chambers of Commerce Root","AC Camerfirma SA CIF A82743287","AC Camerfirma Express Corporate Server v3","AC Camerfirma SA","F3A9741B867238875E0A3B5598A3BC911D87563AC6EA47CEF85032FF948BEA31","984F25F540E10D0B7D82862E189D036A419063FF5156B509BCE0B6B80EBCC327","2009 Jan 20","2019 Jan 18","RSA 2048 bits","SHA1WithRSA","http://crl.camerfirma.com/chambersroot.crl, http://crl1.camerfirma.com/chambersroot.crl","","http://ocsp.camerfirma.com","","'-----BEGIN CERTIFICATE-----
MIIGXDCCBUSgAwIBAgIBCjANBgkqhkiG9w0BAQUFADB/MQswCQYDVQQGEwJFVTEn
MCUGA1UEChMeQUMgQ2FtZXJmaXJtYSBTQSBDSUYgQTgyNzQzMjg3MSMwIQYDVQQL
ExpodHRwOi8vd3d3LmNoYW1iZXJzaWduLm9yZzEiMCAGA1UEAxMZQ2hhbWJlcnMg
b2YgQ29tbWVyY2UgUm9vdDAeFw0wOTAxMjAxMDE4MTJaFw0xOTAxMTgxMDE4MTJa
MIH9MQswCQYDVQQGEwJFUzEiMCAGCSqGSIb3DQEJARYTaW5mb0BjYW1lcmZpcm1h
LmNvbTFDMEEGA1UEBxM6TWFkcmlkIChzZWUgY3VycmVudCBhZGRyZXNzIGF0IHd3
dy5jYW1lcmZpcm1hLmNvbS9hZGRyZXNzKTESMBAGA1UEBRMJQTgyNzQzMjg3MSIw
IAYDVQQLExlodHRwOi8vd3d3LmNhbWVyZmlybWEuY29tMRkwFwYDVQQKExBBQyBD
YW1lcmZpcm1hIFNBMTIwMAYDVQQDEylBQyBDYW1lcmZpcm1hIEV4cHJlc3MgQ29y
cG9yYXRlIFNlcnZlciB2MzCCASAwDQYJKoZIhvcNAQEBBQADggENADCCAQgCggEB
AIg1c+SE9a2pYYPrVGr9c+aEjvoUncE2WhlZhuKzfxwF5YSV1UfGmPupAgy1yILQ
cTUd2M2bqCzInVZ0aLJQ5MmmG0dfzq4EFh/apTyTMcNrfoN9ocafuEwCYxLAyhh9
JHqRyOzkjWLpyI2Xw1w5vTWESGVNDVcAm5eEMIGSnWsLqjOJaXd4QwXvy4CQi//j
FRIZD2nP6xyJlLHdYxpbfETAqyea4loU+E0oy5PxJQlB9xE7BqmmpviV2SHFTPd/
VnX9/AAJPOM0bEvVCauDojwLCqp+8N+rEEaAnO8U2c4N3lZVuRXkc9ykg7hSkABh
cMDOyMdfS8aeGNdNG7lMzFECAQOjggJkMIICYDASBgNVHRMBAf8ECDAGAQH/AgEC
MG4GA1UdHwRnMGUwMKAuoCyGKmh0dHA6Ly9jcmwuY2FtZXJmaXJtYS5jb20vY2hh
bWJlcnNyb290LmNybDAxoC+gLYYraHR0cDovL2NybDEuY2FtZXJmaXJtYS5jb20v
Y2hhbWJlcnNyb290LmNybDAdBgNVHQ4EFgQUCkrAypgS75dZ3fekr7AUpDmurkow
dQYIKwYBBQUHAQEEaTBnMD0GCCsGAQUFBzAChjFodHRwOi8vd3d3LmNhbWVyZmly
bWEuY29tL2NlcnRzL1JPT1QtQ0hBTUJFUlMuY3J0MCYGCCsGAQUFBzABhhpodHRw
Oi8vb2NzcC5jYW1lcmZpcm1hLmNvbTCBqwYDVR0jBIGjMIGggBTjlPWxTenboSlb
V4tNdgZ24dGiiqGBhKSBgTB/MQswCQYDVQQGEwJFVTEnMCUGA1UEChMeQUMgQ2Ft
ZXJmaXJtYSBTQSBDSUYgQTgyNzQzMjg3MSMwIQYDVQQLExpodHRwOi8vd3d3LmNo
YW1iZXJzaWduLm9yZzEiMCAGA1UEAxMZQ2hhbWJlcnMgb2YgQ29tbWVyY2UgUm9v
dIIBADAOBgNVHQ8BAf8EBAMCAQYwHgYDVR0RBBcwFYETaW5mb0BjYW1lcmZpcm1h
LmNvbTAnBgNVHRIEIDAegRxjaGFtYmVyc3Jvb3RAY2hhbWJlcnNpZ24ub3JnMD0G
A1UdIAQ2MDQwMgYEVR0gADAqMCgGCCsGAQUFBwIBFhxodHRwOi8vcG9saWN5LmNh
bWVyZmlybWEuY29tMA0GCSqGSIb3DQEBBQUAA4IBAQAw33XPOfeYIQuMozpM10jQ
4QtoJC+GeZUuAuMw0Yg+Klhipr+gOx6nHmpnNptChWcad97BZdY1xQPcGUmHXHBg
E1QOMDE5e7lakHyhs2su0QK6fFTFC+xhWr5gGY9fxS6JFwzOrYIEV9hktMl9Z/K0
/Z5beZ4vocqq47R/R3pem5d1YSGviayQrjKsWdTUZTk57p+oKb3QhuRhRS80tOTT
9xmhmt3YwUUT+FZhBPPfrlZtJb3PDNVCjgYyBynDj7VjIsfGxZgogisO+84LhEp2
UcXy2I2PbqLy7XRzPRxJKcRgbooFzC9iuY5ZcFJB9JLqo57rtZimNjNwLoO8sifX
-----END CERTIFICATE-----'"
"AC Camerfirma, S.A.","Revoked","(4) superseded","2017 Nov 27","Added to OneCRL","45724523487A1096","Camerfirma AAPP - 2012","Chambers of Commerce Root - 2008","AC Camerfirma S.A.","Camerfirma AAPP - 2012","AC Camerfirma S.A.","37D89387A11F95D0B8DAACAD0A218B28A61BB0F33C5F1370ACD525A12365A007","D12F88013325C6E02C7A2C31813BD5EBBD2A31A5DB985E99BCF99089D98A496C","2012 Jul 16","2022 Jul 14","RSA 4096 bits","SHA1WithRSA","http://crl.camerfirma.com/chambersroot-2008.crl, http://crl1.camerfirma.com/chambersroot-2008.crl","","http://ocsp.camerfirma.com","","'-----BEGIN CERTIFICATE-----
MIIIQzCCBiugAwIBAgIIRXJFI0h6EJYwDQYJKoZIhvcNAQEFBQAwga4xCzAJBgNV
BAYTAkVVMUMwQQYDVQQHEzpNYWRyaWQgKHNlZSBjdXJyZW50IGFkZHJlc3MgYXQg
d3d3LmNhbWVyZmlybWEuY29tL2FkZHJlc3MpMRIwEAYDVQQFEwlBODI3NDMyODcx
GzAZBgNVBAoTEkFDIENhbWVyZmlybWEgUy5BLjEpMCcGA1UEAxMgQ2hhbWJlcnMg
b2YgQ29tbWVyY2UgUm9vdCAtIDIwMDgwHhcNMTIwNzE2MTExNjI3WhcNMjIwNzE0
MTExNjI3WjCBrDELMAkGA1UEBhMCRVMxGzAZBgNVBAoTEkFDIENhbWVyZmlybWEg
Uy5BLjESMBAGA1UEBRMJQTgyNzQzMjg3MUswSQYDVQQHE0JNYWRyaWQgKHNlZSBj
dXJyZW50IGFkZHJlc3MgYXQgaHR0cHM6Ly93d3cuY2FtZXJmaXJtYS5jb20vYWRk
cmVzcykxHzAdBgNVBAMTFkNhbWVyZmlybWEgQUFQUCAtIDIwMTIwggIiMA0GCSqG
SIb3DQEBAQUAA4ICDwAwggIKAoICAQC6+jwGM8GEABOGclkfgsoSZ1EFX8czNbYL
4TFggcXZDPofLutCLYTnefduBFmIljFKHjcSDN7PtG2e0N+2tDDmEnsDqhTWSXPw
IY5H3jS1BpVuy4nanch2rjKHN3Vk0ydtKFxux1zFPOmAZ+wXbPgRVu8dJOjlLp2a
fjqI01Im1jK7D+l4jqmfo148Ih32TVOMao8dwEFkm2xxuSHDcLdtmlC7LuwIJGhg
SjsmODx/BWQIWq9UswbgR/ASE0bpZ+IqeGBga1tSpXqhYw8g77ER5N/T3jC2z0Il
UqNfHoKg38jig+pamKNIfHZXy4uej4If4IfDA8jDo/xyH/BlYIYPooVmbK5WE17b
YvoCZ+IY6iKvPwrIRBESjdvHNzugMbvwRPwfbw3Z/CuI/5WT2vyPsPsTHPMSGXKA
ktg5Za+NMjVkbw6AI8Lxv99vRt2m1J4+tbIjkaRtsQl4tc9ZYklw3ItxIynowOig
374wNW5bw/HIuWudMpSDVk9zLIwxOidBIZyl14+jB0N8zPAsYXXoaDXFvbDKUR0N
/C0h3LA7jfKG0lmVECWpFM4FOnFLE0zsfx9pkvN1JXDA6cC9r6rVEuQMlkYTUVLV
MK0rk+3HfkbANITdESNNJw/Haz27lpn21C/P3pgxUmHeOE4z5hI00nmmV/uih6/r
VA+PFyHjoQIDAQABo4ICYzCCAl8wEgYDVR0TAQH/BAgwBgEB/wIBAjAdBgNVHQ4E
FgQUfXYk54d45yIQSzX6IAdy7VdZVxgwgeMGA1UdIwSB2zCB2IAU+SSsD7K1+HnA
+mCIG8TZTQKeFxmhgbSkgbEwga4xCzAJBgNVBAYTAkVVMUMwQQYDVQQHEzpNYWRy
aWQgKHNlZSBjdXJyZW50IGFkZHJlc3MgYXQgd3d3LmNhbWVyZmlybWEuY29tL2Fk
ZHJlc3MpMRIwEAYDVQQFEwlBODI3NDMyODcxGzAZBgNVBAoTEkFDIENhbWVyZmly
bWEgUy5BLjEpMCcGA1UEAxMgQ2hhbWJlcnMgb2YgQ29tbWVyY2UgUm9vdCAtIDIw
MDiCCQCj2kJ+pLGu2jB6BggrBgEFBQcBAQRuMGwwQgYIKwYBBQUHMAKGNmh0dHA6
Ly93d3cuY2FtZXJmaXJtYS5jb20vY2VydHMvcm9vdF9jaGFtYmVycy0yMDA4LmNy
dDAmBggrBgEFBQcwAYYaaHR0cDovL29jc3AuY2FtZXJmaXJtYS5jb20wDgYDVR0P
AQH/BAQDAgEGMD4GA1UdIAQ3MDUwMwYEVR0gADArMCkGCCsGAQUFBwIBFh1odHRw
czovL3BvbGljeS5jYW1lcmZpcm1hLmNvbTB4BgNVHR8EcTBvMDWgM6Axhi9odHRw
Oi8vY3JsLmNhbWVyZmlybWEuY29tL2NoYW1iZXJzcm9vdC0yMDA4LmNybDA2oDSg
MoYwaHR0cDovL2NybDEuY2FtZXJmaXJtYS5jb20vY2hhbWJlcnNyb290LTIwMDgu
Y3JsMA0GCSqGSIb3DQEBBQUAA4ICAQAVuQStT9pG1G077LF7nSXio0NYhjELXaVi
8fWIaGJ/wJw7zs5MxMU9rurCfEO/iDE9zid9HJpX9WHC9hdT2OQ042sqOiOQ9wCv
iWYUGZ5/5kLvIlzcrX2pYXd4aPKNWPZIGB4NTlujyq8KJ7d31+quF29c1kGSXgG8
XzNDnRKkRhUD+AUU/KmO9v+Tdx4kleR/jPhNLFDc8DZX92PFKTov4znUn3xk6s1o
K0JnEAKsXGUqzX0WpIBgppXwzaotiAwTlaeKB2/ask5T6CBoQByV9k0T4f1ekwLa
V0m9U5PgkKJENpt7zS+MY1hr09yOYBaQmbgbr7bfoQDyAorqC+DzbP/nG+qdEPTR
B/kxz+Dg4KVZPhXpnS/6sb6DwX/fowZAUopqJrflzzeOLPFFUGJlEdW54G37vaj4
9/q66d76EEEWrElvD2LmG+RhLFVXCS1zRdyO6BlGv7tyGpcRRKaitMUtTNOb0tYP
PDrtJvOHXGH37u9oXP+KP/ON8ODm6lpav9KSqLGW572q4682cALiyUIvwRqklYiE
ys2MCBLNg8jaWd10Bpb1D3KQ0X6F4BOkrExdGFPZGN71ZlMpSVw/7sfbfLfX/A8w
M9U0PSl17hzatDuwUsKpIfY8/D8eAwZmmk/VCL4/poynJ5W9PMD5HFcmjqUaiAcQ
Zj9iXbNGVA==
-----END CERTIFICATE-----'"
